Person Name,Person ID,Date,Start,End
Kristina Marrinan,12,10.1.2013,17:21,20:09
Felisa Diver,13,10.1.2013,17:21,21:37
Felisa Diver,13,10.1.2013,03:21,03:21
Lilli Brockington,1,11.1.2013,17:21,04:26
Lilli Brockington,1,11.1.2013,03:21,03:21
Wenona Endsley,2,11.1.2013,17:21,01:52
Houston Riess,3,11.1.2013,17:21,00:28
Chana Crowther,4,11.1.2013,17:21,23:55
Chana Crowther,4,11.1.2013,03:21,03:21
Aleisha Lige,5,11.1.2013,17:21,00:24
Modesto Melody,6,11.1.2013,17:21,03:52
Hassan Lindstedt,7,11.1.2013,17:21,20:52
Elwood Quarles,8,11.1.2013,17:21,01:34
Elwood Quarles,8,11.1.2013,03:21,03:21
Marci Luckett,9,11.1.2013,17:21,00:43
Marci Luckett,9,11.1.2013,03:21,03:21
Virgilio Godby,10,11.1.2013,17:21,19:24
Virgilio Godby,10,11.1.2013,03:21,03:21
Curtis Duden,11,11.1.2013,17:21,02:45
Kristina Marrinan,12,11.1.2013,17:21,21:32
Kristina Marrinan,12,11.1.2013,03:21,03:21
Felisa Diver,13,11.1.2013,17:21,21:36
Felisa Diver,13,11.1.2013,03:21,03:21
Lilli Brockington,1,12.1.2013,17:21,20:42
Wenona Endsley,2,12.1.2013,17:21,01:32
Wenona Endsley,2,12.1.2013,03:21,03:21
Houston Riess,3,12.1.2013,17:21,20:45
Chana Crowther,4,12.1.2013,17:21,02:57
Chana Crowther,4,12.1.2013,03:21,03:21
Aleisha Lige,5,12.1.2013,17:21,04:24
Modesto Melody,6,12.1.2013,17:21,20:07
Hassan Lindstedt,7,12.1.2013,17:21,00:08
Elwood Quarles,8,12.1.2013,17:21,00:26
Marci Luckett,9,12.1.2013,17:21,19:47
Marci Luckett,9,12.1.2013,03:21,03:21
Virgilio Godby,10,12.1.2013,17:21,01:04
Virgilio Godby,10,12.1.2013,03:21,03:21
Lilli Brockington,1,13.1.2013,17:21,01:40
Lilli Brockington,1,13.1.2013,03:21,03:21
Wenona Endsley,2,13.1.2013,17:21,21:58
Wenona Endsley,2,13.1.2013,03:21,03:21
Houston Riess,3,13.1.2013,17:21,19:58
Houston Riess,3,13.1.2013,03:21,03:21
Chana Crowther,4,13.1.2013,17:21,03:28
Chana Crowther,4,13.1.2013,03:21,03:21
Aleisha Lige,5,13.1.2013,17:21,03:47
Aleisha Lige,5,13.1.2013,03:21,03:21
Modesto Melody,6,13.1.2013,17:21,02:11
Hassan Lindstedt,7,13.1.2013,17:21,23:09
Hassan Lindstedt,7,13.1.2013,03:21,03:21
Elwood Quarles,8,13.1.2013,17:21,04:45
Elwood Quarles,8,13.1.2013,03:21,03:21
Marci Luckett,9,13.1.2013,17:21,23:11
Virgilio Godby,10,13.1.2013,17:21,23:30
Curtis Duden,11,13.1.2013,17:21,21:50
Curtis Duden,11,13.1.2013,03:21,03:21
Kristina Marrinan,12,13.1.2013,17:21,21:23
Kristina Marrinan,12,13.1.2013,03:21,03:21
Felisa Diver,13,13.1.2013,17:21,21:38
Dalia Hoak,14,13.1.2013,17:21,21:12
Lilli Brockington,1,14.1.2013,17:21,05:01
Wenona Endsley,2,14.1.2013,17:21,05:18
Wenona Endsley,2,14.1.2013,03:21,03:21
Houston Riess,3,14.1.2013,17:21,01:55
Houston Riess,3,14.1.2013,03:21,03:21
Chana Crowther,4,14.1.2013,17:21,04:16
Aleisha Lige,5,14.1.2013,17:21,22:16
Modesto Melody,6,14.1.2013,17:21,21:35
Hassan Lindstedt,7,14.1.2013,17:21,02:25
Hassan Lindstedt,7,14.1.2013,03:21,03:21
Elwood Quarles,8,14.1.2013,17:21,03:15
Marci Luckett,9,14.1.2013,17:21,22:39
Marci Luckett,9,14.1.2013,03:21,03:21
Virgilio Godby,10,14.1.2013,17:21,03:10
Curtis Duden,11,14.1.2013,17:21,21:45
Curtis Duden,11,14.1.2013,03:21,03:21
Kristina Marrinan,12,14.1.2013,17:21,04:44
Kristina Marrinan,12,14.1.2013,03:21,03:21
Felisa Diver,13,14.1.2013,17:21,20:28
Lilli Brockington,1,15.1.2013,17:21,02:29
Wenona Endsley,2,15.1.2013,17:21,03:19
Houston Riess,3,15.1.2013,17:21,02:34
Houston Riess,3,15.1.2013,03:21,03:21
Chana Crowther,4,15.1.2013,17:21,05:14
Aleisha Lige,5,15.1.2013,17:21,19:37
Aleisha Lige,5,15.1.2013,03:21,03:21
Modesto Melody,6,15.1.2013,17:21,03:05
Hassan Lindstedt,7,15.1.2013,17:21,19:45
Elwood Quarles,8,15.1.2013,17:21,00:08
Elwood Quarles,8,15.1.2013,03:21,03:21
Marci Luckett,9,15.1.2013,17:21,01:41
Marci Luckett,9,15.1.2013,03:21,03:21
Virgilio Godby,10,15.1.2013,17:21,22:28
Virgilio Godby,10,15.1.2013,03:21,03:21
Curtis Duden,11,15.1.2013,17:21,04:12
Kristina Marrinan,12,15.1.2013,17:21,02:30
Kristina Marrinan,12,15.1.2013,03:21,03:21
Felisa Diver,13,15.1.2013,17:21,02:49
Dalia Hoak,14,15.1.2013,17:21,04:14
Dalia Hoak,14,15.1.2013,03:21,03:21
Shiloh Weis,15,15.1.2013,17:21,03:20
Shiloh Weis,15,15.1.2013,03:21,03:21
Lilli Brockington,1,16.1.2013,17:21,02:15
Wenona Endsley,2,16.1.2013,17:21,23:38
Wenona Endsley,2,16.1.2013,03:21,03:21
Houston Riess,3,16.1.2013,17:21,21:01
Houston Riess,3,16.1.2013,03:21,03:21
Chana Crowther,4,16.1.2013,17:21,02:17
Aleisha Lige,5,16.1.2013,17:21,02:54
Aleisha Lige,5,16.1.2013,03:21,03:21
Modesto Melody,6,16.1.2013,17:21,20:32
Modesto Melody,6,16.1.2013,03:21,03:21
Hassan Lindstedt,7,16.1.2013,17:21,19:57
Hassan Lindstedt,7,16.1.2013,03:21,03:21
Elwood Quarles,8,16.1.2013,17:21,02:32
Marci Luckett,9,16.1.2013,17:21,22:30
Marci Luckett,9,16.1.2013,03:21,03:21
Virgilio Godby,10,16.1.2013,17:21,23:00
Curtis Duden,11,16.1.2013,17:21,02:00
Curtis Duden,11,16.1.2013,03:21,03:21
Kristina Marrinan,12,16.1.2013,17:21,01:01
Lilli Brockington,1,17.1.2013,17:21,04:22
Lilli Brockington,1,17.1.2013,03:21,03:21
Wenona Endsley,2,17.1.2013,17:21,23:53
Houston Riess,3,17.1.2013,17:21,19:28
Chana Crowther,4,17.1.2013,17:21,03:46
Chana Crowther,4,17.1.2013,03:21,03:21
Aleisha Lige,5,17.1.2013,17:21,20:19
Aleisha Lige,5,17.1.2013,03:21,03:21
Modesto Melody,6,17.1.2013,17:21,21:12
Modesto Melody,6,17.1.2013,03:21,03:21
Hassan Lindstedt,7,17.1.2013,17:21,19:30
Hassan Lindstedt,7,17.1.2013,03:21,03:21
Elwood Quarles,8,17.1.2013,17:21,21:48
Elwood Quarles,8,17.1.2013,03:21,03:21
Marci Luckett,9,17.1.2013,17:21,22:20
Marci Luckett,9,17.1.2013,03:21,03:21
Virgilio Godby,10,17.1.2013,17:21,05:04
Virgilio Godby,10,17.1.2013,03:21,03:21
Curtis Duden,11,17.1.2013,17:21,02:44
Kristina Marrinan,12,17.1.2013,17:21,21:34
Lilli Brockington,1,18.1.2013,17:21,03:50
Wenona Endsley,2,18.1.2013,17:21,22:34
Houston Riess,3,18.1.2013,17:21,22:07
Houston Riess,3,18.1.2013,03:21,03:21
Chana Crowther,4,18.1.2013,17:21,22:30
Chana Crowther,4,18.1.2013,03:21,03:21
Aleisha Lige,5,18.1.2013,17:21,04:30
Modesto Melody,6,18.1.2013,17:21,21:05
Modesto Melody,6,18.1.2013,03:21,03:21
Hassan Lindstedt,7,18.1.2013,17:21,00:34
Elwood Quarles,8,18.1.2013,17:21,20:06
Marci Luckett,9,18.1.2013,17:21,02:27
Marci Luckett,9,18.1.2013,03:21,03:21
Virgilio Godby,10,18.1.2013,17:21,22:40
Virgilio Godby,10,18.1.2013,03:21,03:21
Curtis Duden,11,18.1.2013,17:21,23:03
Kristina Marrinan,12,18.1.2013,17:21,00:35
Lilli Brockington,1,19.1.2013,17:21,00:20
Lilli Brockington,1,19.1.2013,03:21,03:21
Wenona Endsley,2,19.1.2013,17:21,21:43
Wenona Endsley,2,19.1.2013,03:21,03:21
Houston Riess,3,19.1.2013,17:21,00:46
Chana Crowther,4,19.1.2013,17:21,00:21
Chana Crowther,4,19.1.2013,03:21,03:21
Aleisha Lige,5,19.1.2013,17:21,21:15
Aleisha Lige,5,19.1.2013,03:21,03:21
Modesto Melody,6,19.1.2013,17:21,03:52
Hassan Lindstedt,7,19.1.2013,17:21,02:13
Hassan Lindstedt,7,19.1.2013,03:21,03:21
Elwood Quarles,8,19.1.2013,17:21,23:19
Marci Luckett,9,19.1.2013,17:21,00:52
Marci Luckett,9,19.1.2013,03:21,03:21
Virgilio Godby,10,19.1.2013,17:21,23:50
Virgilio Godby,10,19.1.2013,03:21,03:21
Curtis Duden,11,19.1.2013,17:21,01:25
Kristina Marrinan,12,19.1.2013,17:21,00:34
Kristina Marrinan,12,19.1.2013,03:21,03:21
Lilli Brockington,1,20.1.2013,17:21,05:16
Lilli Brockington,1,20.1.2013,03:21,03:21
Wenona Endsley,2,20.1.2013,17:21,01:22
Houston Riess,3,20.1.2013,17:21,01:06
Houston Riess,3,20.1.2013,03:21,03:21
Chana Crowther,4,20.1.2013,17:21,00:05
Aleisha Lige,5,20.1.2013,17:21,04:07
Modesto Melody,6,20.1.2013,17:21,21:26
Modesto Melody,6,20.1.2013,03:21,03:21
Hassan Lindstedt,7,20.1.2013,17:21,04:41
Hassan Lindstedt,7,20.1.2013,03:21,03:21
Elwood Quarles,8,20.1.2013,17:21,00:50
Marci Luckett,9,20.1.2013,17:21,01:22
Marci Luckett,9,20.1.2013,03:21,03:21
Virgilio Godby,10,20.1.2013,17:21,22:23
Curtis Duden,11,20.1.2013,17:21,02:10
Kristina Marrinan,12,20.1.2013,17:21,21:01
Felisa Diver,13,20.1.2013,17:21,22:49
Felisa Diver,13,20.1.2013,03:21,03:21
Dalia Hoak,14,20.1.2013,17:21,21:00
Dalia Hoak,14,20.1.2013,03:21,03:21
Lilli Brockington,1,21.1.2013,17:21,23:28
Lilli Brockington,1,21.1.2013,03:21,03:21
Wenona Endsley,2,21.1.2013,17:21,22:44
Wenona Endsley,2,21.1.2013,03:21,03:21
Houston Riess,3,21.1.2013,17:21,02:41
Houston Riess,3,21.1.2013,03:21,03:21
Chana Crowther,4,21.1.2013,17:21,00:19
Chana Crowther,4,21.1.2013,03:21,03:21
Aleisha Lige,5,21.1.2013,17:21,01:28
Aleisha Lige,5,21.1.2013,03:21,03:21
Modesto Melody,6,21.1.2013,17:21,02:16
Hassan Lindstedt,7,21.1.2013,17:21,21:28
Elwood Quarles,8,21.1.2013,17:21,21:07
Marci Luckett,9,21.1.2013,17:21,22:59
Virgilio Godby,10,21.1.2013,17:21,05:04
Virgilio Godby,10,21.1.2013,03:21,03:21
Curtis Duden,11,21.1.2013,17:21,01:43
Curtis Duden,11,21.1.2013,03:21,03:21
Kristina Marrinan,12,21.1.2013,17:21,00:18
Kristina Marrinan,12,21.1.2013,03:21,03:21
Felisa Diver,13,21.1.2013,17:21,03:28
Felisa Diver,13,21.1.2013,03:21,03:21
Dalia Hoak,14,21.1.2013,17:21,04:24
Lilli Brockington,1,22.1.2013,17:21,05:00
Lilli Brockington,1,22.1.2013,03:21,03:21
Wenona Endsley,2,22.1.2013,17:21,03:52
Houston Riess,3,22.1.2013,17:21,05:15
Chana Crowther,4,22.1.2013,17:21,00:24
Chana Crowther,4,22.1.2013,03:21,03:21
Aleisha Lige,5,22.1.2013,17:21,23:25
Aleisha Lige,5,22.1.2013,03:21,03:21
Modesto Melody,6,22.1.2013,17:21,21:52
Hassan Lindstedt,7,22.1.2013,17:21,20:43
Hassan Lindstedt,7,22.1.2013,03:21,03:21
Elwood Quarles,8,22.1.2013,17:21,02:59
Marci Luckett,9,22.1.2013,17:21,01:19
Marci Luckett,9,22.1.2013,03:21,03:21
Virgilio Godby,10,22.1.2013,17:21,21:36
Curtis Duden,11,22.1.2013,17:21,23:14
Kristina Marrinan,12,22.1.2013,17:21,22:56
Felisa Diver,13,22.1.2013,17:21,19:49
Lilli Brockington,1,23.1.2013,17:21,23:20
Lilli Brockington,1,23.1.2013,03:21,03:21
Wenona Endsley,2,23.1.2013,17:21,02:51
Houston Riess,3,23.1.2013,17:21,19:41
Houston Riess,3,23.1.2013,03:21,03:21
Chana Crowther,4,23.1.2013,17:21,00:38
Aleisha Lige,5,23.1.2013,17:21,23:10
Modesto Melody,6,23.1.2013,17:21,02:33
Hassan Lindstedt,7,23.1.2013,17:21,03:30
Hassan Lindstedt,7,23.1.2013,03:21,03:21
Elwood Quarles,8,23.1.2013,17:21,03:19
Elwood Quarles,8,23.1.2013,03:21,03:21
Marci Luckett,9,23.1.2013,17:21,01:38
Marci Luckett,9,23.1.2013,03:21,03:21
Virgilio Godby,10,23.1.2013,17:21,22:58
Virgilio Godby,10,23.1.2013,03:21,03:21
Curtis Duden,11,23.1.2013,17:21,04:15
Curtis Duden,11,23.1.2013,03:21,03:21
Kristina Marrinan,12,23.1.2013,17:21,02:49
Felisa Diver,13,23.1.2013,17:21,01:35
Lilli Brockington,1,24.1.2013,17:21,19:59
Wenona Endsley,2,24.1.2013,17:21,00:14
Houston Riess,3,24.1.2013,17:21,02:34
Chana Crowther,4,24.1.2013,17:21,01:49
Aleisha Lige,5,24.1.2013,17:21,22:27
Modesto Melody,6,24.1.2013,17:21,00:44
Hassan Lindstedt,7,24.1.2013,17:21,23:23
Elwood Quarles,8,24.1.2013,17:21,19:46
Elwood Quarles,8,24.1.2013,03:21,03:21
Marci Luckett,9,24.1.2013,17:21,23:39
Marci Luckett,9,24.1.2013,03:21,03:21
Virgilio Godby,10,24.1.2013,17:21,19:36
Virgilio Godby,10,24.1.2013,03:21,03:21
Curtis Duden,11,24.1.2013,17:21,23:13
Kristina Marrinan,12,24.1.2013,17:21,21:02
Kristina Marrinan,12,24.1.2013,03:21,03:21
Felisa Diver,13,24.1.2013,17:21,21:38
Felisa Diver,13,24.1.2013,03:21,03:21
Dalia Hoak,14,24.1.2013,17:21,04:00
Shiloh Weis,15,24.1.2013,17:21,02:01
Lilli Brockington,1,25.1.2013,17:21,21:23
Wenona Endsley,2,25.1.2013,17:21,00:33
Houston Riess,3,25.1.2013,17:21,23:15
Houston Riess,3,25.1.2013,03:21,03:21
Chana Crowther,4,25.1.2013,17:21,19:48
Aleisha Lige,5,25.1.2013,17:21,23:33
Modesto Melody,6,25.1.2013,17:21,01:51
Hassan Lindstedt,7,25.1.2013,17:21,00:12
Elwood Quarles,8,25.1.2013,17:21,00:08
Elwood Quarles,8,25.1.2013,03:21,03:21
Marci Luckett,9,25.1.2013,17:21,00:13
Virgilio Godby,10,25.1.2013,17:21,20:18
Virgilio Godby,10,25.1.2013,03:21,03:21
Curtis Duden,11,25.1.2013,17:21,20:04
Curtis Duden,11,25.1.2013,03:21,03:21
Lilli Brockington,1,26.1.2013,17:21,22:05
Lilli Brockington,1,26.1.2013,03:21,03:21
Wenona Endsley,2,26.1.2013,17:21,02:29
Houston Riess,3,26.1.2013,17:21,03:03
Chana Crowther,4,26.1.2013,17:21,00:04
Aleisha Lige,5,26.1.2013,17:21,23:05
Aleisha Lige,5,26.1.2013,03:21,03:21
Modesto Melody,6,26.1.2013,17:21,19:52
Modesto Melody,6,26.1.2013,03:21,03:21
Hassan Lindstedt,7,26.1.2013,17:21,00:52
Hassan Lindstedt,7,26.1.2013,03:21,03:21
Elwood Quarles,8,26.1.2013,17:21,05:05
Marci Luckett,9,26.1.2013,17:21,21:20
Marci Luckett,9,26.1.2013,03:21,03:21
Virgilio Godby,10,26.1.2013,17:21,04:48
Curtis Duden,11,26.1.2013,17:21,23:59
Kristina Marrinan,12,26.1.2013,17:21,02:11
Lilli Brockington,1,27.1.2013,17:21,19:37
Lilli Brockington,1,27.1.2013,03:21,03:21
Wenona Endsley,2,27.1.2013,17:21,21:46
Wenona Endsley,2,27.1.2013,03:21,03:21
Houston Riess,3,27.1.2013,17:21,00:17
Houston Riess,3,27.1.2013,03:21,03:21
Chana Crowther,4,27.1.2013,17:21,21:28
Chana Crowther,4,27.1.2013,03:21,03:21
Aleisha Lige,5,27.1.2013,17:21,04:22
Modesto Melody,6,27.1.2013,17:21,03:31
Modesto Melody,6,27.1.2013,03:21,03:21
Hassan Lindstedt,7,27.1.2013,17:21,03:23
Hassan Lindstedt,7,27.1.2013,03:21,03:21
Elwood Quarles,8,27.1.2013,17:21,20:19
Marci Luckett,9,27.1.2013,17:21,04:11
Virgilio Godby,10,27.1.2013,17:21,01:18
Virgilio Godby,10,27.1.2013,03:21,03:21
Curtis Duden,11,27.1.2013,17:21,00:25
Curtis Duden,11,27.1.2013,03:21,03:21
Kristina Marrinan,12,27.1.2013,17:21,21:58
Felisa Diver,13,27.1.2013,17:21,00:37
Felisa Diver,13,27.1.2013,03:21,03:21
Dalia Hoak,14,27.1.2013,17:21,01:39
Shiloh Weis,15,27.1.2013,17:21,21:29
Shiloh Weis,15,27.1.2013,03:21,03:21
Lilli Brockington,1,28.1.2013,17:21,21:48
Wenona Endsley,2,28.1.2013,17:21,01:53
Houston Riess,3,28.1.2013,17:21,22:46
Chana Crowther,4,28.1.2013,17:21,21:47
Aleisha Lige,5,28.1.2013,17:21,23:50
Modesto Melody,6,28.1.2013,17:21,23:35
Modesto Melody,6,28.1.2013,03:21,03:21
Hassan Lindstedt,7,28.1.2013,17:21,04:56
Hassan Lindstedt,7,28.1.2013,03:21,03:21
Elwood Quarles,8,28.1.2013,17:21,03:59
Elwood Quarles,8,28.1.2013,03:21,03:21
Marci Luckett,9,28.1.2013,17:21,02:52
Virgilio Godby,10,28.1.2013,17:21,03:04
Curtis Duden,11,28.1.2013,17:21,01:06
Curtis Duden,11,28.1.2013,03:21,03:21
Kristina Marrinan,12,28.1.2013,17:21,22:27
Felisa Diver,13,28.1.2013,17:21,02:49
Dalia Hoak,14,28.1.2013,17:21,23:27
Dalia Hoak,14,28.1.2013,03:21,03:21
Lilli Brockington,1,29.1.2013,17:21,03:53
Wenona Endsley,2,29.1.2013,17:21,04:27
Houston Riess,3,29.1.2013,17:21,04:48
Chana Crowther,4,29.1.2013,17:21,03:38
Chana Crowther,4,29.1.2013,03:21,03:21
Aleisha Lige,5,29.1.2013,17:21,05:19
Aleisha Lige,5,29.1.2013,03:21,03:21
Modesto Melody,6,29.1.2013,17:21,00:13
Hassan Lindstedt,7,29.1.2013,17:21,04:58
Hassan Lindstedt,7,29.1.2013,03:21,03:21
Elwood Quarles,8,29.1.2013,17:21,04:42
Marci Luckett,9,29.1.2013,17:21,20:20
Virgilio Godby,10,29.1.2013,17:21,20:44
Curtis Duden,11,29.1.2013,17:21,03:25
Curtis Duden,11,29.1.2013,03:21,03:21
Kristina Marrinan,12,29.1.2013,17:21,20:58
Lilli Brockington,1,30.1.2013,17:21,01:26
Lilli Brockington,1,30.1.2013,03:21,03:21
Wenona Endsley,2,30.1.2013,17:21,03:35
Houston Riess,3,30.1.2013,17:21,19:37
Chana Crowther,4,30.1.2013,17:21,03:08
Aleisha Lige,5,30.1.2013,17:21,22:36
Aleisha Lige,5,30.1.2013,03:21,03:21
Modesto Melody,6,30.1.2013,17:21,23:29
Modesto Melody,6,30.1.2013,03:21,03:21
Hassan Lindstedt,7,30.1.2013,17:21,01:50
Elwood Quarles,8,30.1.2013,17:21,22:01
Marci Luckett,9,30.1.2013,17:21,03:10
Marci Luckett,9,30.1.2013,03:21,03:21
Virgilio Godby,10,30.1.2013,17:21,04:02
Curtis Duden,11,30.1.2013,17:21,00:20
Curtis Duden,11,30.1.2013,03:21,03:21
Kristina Marrinan,12,30.1.2013,17:21,03:20
Lilli Brockington,1,31.1.2013,17:21,00:05
Wenona Endsley,2,31.1.2013,17:21,02:50
Wenona Endsley,2,31.1.2013,03:21,03:21
Houston Riess,3,31.1.2013,17:21,22:17
Chana Crowther,4,31.1.2013,17:21,02:47
Aleisha Lige,5,31.1.2013,17:21,05:11
Aleisha Lige,5,31.1.2013,03:21,03:21
Modesto Melody,6,31.1.2013,17:21,23:42
Hassan Lindstedt,7,31.1.2013,17:21,00:15
Hassan Lindstedt,7,31.1.2013,03:21,03:21
Elwood Quarles,8,31.1.2013,17:21,21:16
Marci Luckett,9,31.1.2013,17:21,04:37
Virgilio Godby,10,31.1.2013,17:21,00:35
Curtis Duden,11,31.1.2013,17:21,03:18
Curtis Duden,11,31.1.2013,03:21,03:21
Kristina Marrinan,12,31.1.2013,17:21,02:44
Kristina Marrinan,12,31.1.2013,03:21,03:21
Felisa Diver,13,31.1.2013,17:21,04:08
Felisa Diver,13,31.1.2013,03:21,03:21
Lilli Brockington,1,1.2.2013,17:21,22:01
Lilli Brockington,1,1.2.2013,03:21,03:21
Wenona Endsley,2,1.2.2013,17:21,03:14
Wenona Endsley,2,1.2.2013,03:21,03:21
Houston Riess,3,1.2.2013,17:21,23:30
Chana Crowther,4,1.2.2013,17:21,20:21
Aleisha Lige,5,1.2.2013,17:21,02:47
Modesto Melody,6,1.2.2013,17:21,04:55
Modesto Melody,6,1.2.2013,03:21,03:21
Hassan Lindstedt,7,1.2.2013,17:21,19:24
Elwood Quarles,8,1.2.2013,17:21,20:15
Elwood Quarles,8,1.2.2013,03:21,03:21
Marci Luckett,9,1.2.2013,17:21,03:09
Virgilio Godby,10,1.2.2013,17:21,20:38
Virgilio Godby,10,1.2.2013,03:21,03:21
Curtis Duden,11,1.2.2013,17:21,02:11
Kristina Marrinan,12,1.2.2013,17:21,23:38
Kristina Marrinan,12,1.2.2013,03:21,03:21
Felisa Diver,13,1.2.2013,17:21,21:46
Felisa Diver,13,1.2.2013,03:21,03:21
Lilli Brockington,1,2.2.2013,17:21,03:26
Wenona Endsley,2,2.2.2013,17:21,04:30
Houston Riess,3,2.2.2013,17:21,01:51
Chana Crowther,4,2.2.2013,17:21,00:41
Chana Crowther,4,2.2.2013,03:21,03:21
Aleisha Lige,5,2.2.2013,17:21,03:11
Modesto Melody,6,2.2.2013,17:21,19:42
Hassan Lindstedt,7,2.2.2013,17:21,02:58
Hassan Lindstedt,7,2.2.2013,03:21,03:21
Elwood Quarles,8,2.2.2013,17:21,23:59
Marci Luckett,9,2.2.2013,17:21,21:18
Marci Luckett,9,2.2.2013,03:21,03:21
Lilli Brockington,1,3.2.2013,17:21,22:25
Wenona Endsley,2,3.2.2013,17:21,22:16
Wenona Endsley,2,3.2.2013,03:21,03:21
Houston Riess,3,3.2.2013,17:21,01:23
Houston Riess,3,3.2.2013,03:21,03:21
Chana Crowther,4,3.2.2013,17:21,04:55
Aleisha Lige,5,3.2.2013,17:21,02:20
Aleisha Lige,5,3.2.2013,03:21,03:21
Modesto Melody,6,3.2.2013,17:21,21:23
Modesto Melody,6,3.2.2013,03:21,03:21
Hassan Lindstedt,7,3.2.2013,17:21,03:57
Hassan Lindstedt,7,3.2.2013,03:21,03:21
Elwood Quarles,8,3.2.2013,17:21,02:32
Marci Luckett,9,3.2.2013,17:21,03:58
Virgilio Godby,10,3.2.2013,17:21,00:47
Virgilio Godby,10,3.2.2013,03:21,03:21
Curtis Duden,11,3.2.2013,17:21,04:53
Kristina Marrinan,12,3.2.2013,17:21,03:44
Kristina Marrinan,12,3.2.2013,03:21,03:21
Felisa Diver,13,3.2.2013,17:21,01:21
Felisa Diver,13,3.2.2013,03:21,03:21
Lilli Brockington,1,4.2.2013,17:21,19:37
Wenona Endsley,2,4.2.2013,17:21,01:41
Houston Riess,3,4.2.2013,17:21,03:06
Houston Riess,3,4.2.2013,03:21,03:21
Chana Crowther,4,4.2.2013,17:21,23:12
Chana Crowther,4,4.2.2013,03:21,03:21
Aleisha Lige,5,4.2.2013,17:21,21:50
Aleisha Lige,5,4.2.2013,03:21,03:21
Modesto Melody,6,4.2.2013,17:21,21:52
Hassan Lindstedt,7,4.2.2013,17:21,21:00
Hassan Lindstedt,7,4.2.2013,03:21,03:21
Elwood Quarles,8,4.2.2013,17:21,05:06
Marci Luckett,9,4.2.2013,17:21,21:53
Virgilio Godby,10,4.2.2013,17:21,01:17
Curtis Duden,11,4.2.2013,17:21,04:57
Curtis Duden,11,4.2.2013,03:21,03:21
Kristina Marrinan,12,4.2.2013,17:21,03:39
Felisa Diver,13,4.2.2013,17:21,19:41
Lilli Brockington,1,5.2.2013,17:21,02:34
Wenona Endsley,2,5.2.2013,17:21,03:17
Houston Riess,3,5.2.2013,17:21,21:04
Houston Riess,3,5.2.2013,03:21,03:21
Chana Crowther,4,5.2.2013,17:21,04:09
Chana Crowther,4,5.2.2013,03:21,03:21
Aleisha Lige,5,5.2.2013,17:21,00:32
Aleisha Lige,5,5.2.2013,03:21,03:21
Modesto Melody,6,5.2.2013,17:21,02:32
Hassan Lindstedt,7,5.2.2013,17:21,01:55
Hassan Lindstedt,7,5.2.2013,03:21,03:21
Elwood Quarles,8,5.2.2013,17:21,23:55
Marci Luckett,9,5.2.2013,17:21,00:08
Virgilio Godby,10,5.2.2013,17:21,03:42
Virgilio Godby,10,5.2.2013,03:21,03:21
Curtis Duden,11,5.2.2013,17:21,02:02
Kristina Marrinan,12,5.2.2013,17:21,02:47
Kristina Marrinan,12,5.2.2013,03:21,03:21
Lilli Brockington,1,6.2.2013,17:21,04:45
Wenona Endsley,2,6.2.2013,17:21,05:18
Wenona Endsley,2,6.2.2013,03:21,03:21
Houston Riess,3,6.2.2013,17:21,04:57
Chana Crowther,4,6.2.2013,17:21,22:40
Aleisha Lige,5,6.2.2013,17:21,23:20
Modesto Melody,6,6.2.2013,17:21,00:14
Modesto Melody,6,6.2.2013,03:21,03:21
Hassan Lindstedt,7,6.2.2013,17:21,05:12
Hassan Lindstedt,7,6.2.2013,03:21,03:21
Elwood Quarles,8,6.2.2013,17:21,22:48
Marci Luckett,9,6.2.2013,17:21,23:21
Marci Luckett,9,6.2.2013,03:21,03:21
Virgilio Godby,10,6.2.2013,17:21,04:13
Virgilio Godby,10,6.2.2013,03:21,03:21
Curtis Duden,11,6.2.2013,17:21,21:18
Kristina Marrinan,12,6.2.2013,17:21,23:21
Lilli Brockington,1,7.2.2013,17:21,03:34
Wenona Endsley,2,7.2.2013,17:21,23:32
Wenona Endsley,2,7.2.2013,03:21,03:21
Houston Riess,3,7.2.2013,17:21,03:41
Houston Riess,3,7.2.2013,03:21,03:21
Chana Crowther,4,7.2.2013,17:21,21:46
Aleisha Lige,5,7.2.2013,17:21,21:16
Aleisha Lige,5,7.2.2013,03:21,03:21
Modesto Melody,6,7.2.2013,17:21,03:34
Modesto Melody,6,7.2.2013,03:21,03:21
Hassan Lindstedt,7,7.2.2013,17:21,02:41
Hassan Lindstedt,7,7.2.2013,03:21,03:21
Elwood Quarles,8,7.2.2013,17:21,21:09
Marci Luckett,9,7.2.2013,17:21,04:01
Marci Luckett,9,7.2.2013,03:21,03:21
Virgilio Godby,10,7.2.2013,17:21,00:18
Virgilio Godby,10,7.2.2013,03:21,03:21
Curtis Duden,11,7.2.2013,17:21,22:10
Kristina Marrinan,12,7.2.2013,17:21,20:26
Felisa Diver,13,7.2.2013,17:21,21:04
Lilli Brockington,1,8.2.2013,17:21,23:07
Wenona Endsley,2,8.2.2013,17:21,23:40
Houston Riess,3,8.2.2013,17:21,03:19
Chana Crowther,4,8.2.2013,17:21,20:25
Aleisha Lige,5,8.2.2013,17:21,01:03
Modesto Melody,6,8.2.2013,17:21,19:32
Hassan Lindstedt,7,8.2.2013,17:21,20:03
Hassan Lindstedt,7,8.2.2013,03:21,03:21
Elwood Quarles,8,8.2.2013,17:21,03:18
